bnf_code	drug_name	bnf_6	status	ptr_approved
40304	Mirtazapine 15mg TABS 15mg	40304	n	
4030400	Mirtazapine 15mg/ml oral solution sugar free	40304	n	
4030400	Mirtazapine 30mg orodispersible tablets	40304	n	
4030400	Mirtazapine 30mg tablets	40304	n	
0403010AAAAAAAA	MIRTAZAPINE 30MG TABLETS	40301	n	
4030400	Mirtazapine 45mg orodispersible tablets	40304	n	
4030400	Mirtazapine 45mg tablets	40304	n	
40304	MIRTAZAPINE ORODISPERSIBLE 15MG TABLETS	40304	n	
40304	MIRTAZAPINE ORODISPERSIBLE 30MG TABLETS	40304	n	
40304	MIRTAZAPINE ORODISPERSIBLE TABLETS 15MG	40304	n	
40304	MIRTAZAPINE ORODISPERSIBLE TABLETS 30MG	40304	n	
40304	MIRTAZAPINE ORODISPERSIBLE TABLETS 45MG	40304	n	
40304	Mirtazapine Orodispersible TABS 15MG	40304	n	
40304	Mirtazapine Orodispersible TABS 30MG	40304	n	
40304	Mirtazapine Orodispersible TABS 45MG	40304	n	
40304	Mirtazapine Sf Oral SOLN 15MG/ML	40304	n	
40304	MIRTAZAPINE TABLETS 15 MG	40304	n	
40304	MIRTAZAPINE TABLETS 15MG	40304	n	
0403010AAAAAAAA	MIRTAZAPINE TABLETS 30 MG	40301	n	
0403010AAAAAAAA	MIRTAZAPINE TABLETS 30MG	40301	n	
40304	MIRTAZAPINE TABLETS 45MG	40304	n	
40304	Mirtazapine TABS 15MG	40304	n	
40304	Mirtazapine TABS 15mg	40304	n	
40304	mirtazapine TABS 15mg	40304	n	
0403010AAAAAAAA	Mirtazapine TABS 30MG	40301	n	
40304	Mirtazapine TABS 45MG	40304	n	
40304	MIRTAZEPINE TABLETS 15MG	40304	n	
0403010AAAAAAAA	MIRTAZIPINE  TABS 30MG	40301	n	
1001010AABBAAAA	Mobic  Tablets  7.5 mg	100101	y	yes_approved
1001010AABBABAB	MOBIC 15MG	100101	y	yes_approved
1001010AABBABAB	MOBIC 15MG TAB	100101	y	yes_approved
1001010AABBABAB	MOBIC TABLETS 15MG	100101	y	yes_approved
1001010AABBAAAA	MOBIC TABLETS 7.5MG	100101	y	yes_approved
1001010AABBABAB	Mobic TABS 15MG	100101	y	yes_approved
100101040BBAAAA	Mobiflex  Tablets  20 mg	100101	y	yes_approved
100101040BBAAAA	MOBIFLEX TABLETS 20MG	100101	y	yes_approved
100101040BBAAAA	Mobiflex TABS 20MG	100101	y	yes_approved
0403010X0BBABAB	MOLIPAXIN CAPSULES 100MG	40301	n	
0403010X0BBAAAA	MOLIPAXIN CAPSULES 50MG	40301	n	
0403010X0BBAEAE	MOLIPAXIN CR TABLETS 150MG	40301	n	
0403010X0BBAEAE	Molipaxin Cr TABS 150MG	40301	n	
0403010X0BBADAD	MOLIPAXIN TABLETS 150MG	40301	n	
0403010X0BBADAD	Molipaxin TABS 150MG	40301	n	
40702	Morphgesic Sr  M/R tablets  10 mg	40702	y	yes_approved
4070200	Morphine 100mg modified-release capsules	40702	y	yes_approved
4070200	Morphine 100mg modified-release granules sachets sugar free	40702	y	yes_approved
4070200	Morphine 10mg modified-release capsules	40702	y	yes_approved
4070200	Morphine 10mg modified-release tablets	40702	y	yes_approved
4070200	Morphine 10mg tablets	40702	y	yes_approved
4070200	Morphine 15mg modified-release tablets	40702	y	yes_approved
4070200	Morphine 20mg modified-release granules sachets sugar free	40702	y	yes_approved
4070200	Morphine 20mg tablets	40702	y	yes_approved
4070200	Morphine 30mg modified-release capsules	40702	y	yes_approved
4070200	Morphine 30mg modified-release tablets	40702	y	yes_approved
4070200	Morphine 5mg modified-release tablets	40702	y	yes_approved
4070200	Morphine 60mg modified-release capsules	40702	y	yes_approved
4070200	Morphine 60mg modified-release granules sachets sugar free	40702	y	yes_approved
4070200	Morphine 60mg modified-release tablets	40702	y	yes_approved
40702	Morphine Sulfate  Injection  10 mg/ml  1 ml ampoule	40702	y	yes_approved
40702	Morphine Sulfate  M/R capsules  10 mg	40702	y	yes_approved
40702	Morphine Sulfate  M/R capsules  30 mg	40702	y	yes_approved
40702	Morphine Sulfate  M/R suspension  20 mg/sachet  granules sugar free	40702	y	yes_approved
40702	Morphine Sulfate  M/R tablets  10 mg	40702	y	yes_approved
0407020Q0AACFCF	Morphine Sulfate  M/R tablets  15 mg	40702	y	yes_approved
40702	Morphine Sulfate  M/R tablets  30 mg	40702	y	yes_approved
0407020Q0AACGCG	Morphine Sulfate  M/R tablets  5 mg	40702	y	yes_approved
0407020Q0AAAUAU	Morphine Sulfate  Oral solution  10 mg/5 ml	40702	y	yes_approved
0407020Q0AACDCD	Morphine Sulfate  Tablets  10 mg	40702	y	yes_approved
0407020Q0AACECE	Morphine Sulfate  Tablets  20 mg	40702	y	yes_approved
4070200	Morphine sulfate 10mg/1ml solution for injection ampoules	40702	y	yes_approved
4070200	Morphine sulfate 10mg/5ml oral solution	40702	y	yes_approved
4070200	Morphine sulfate 15mg/1ml solution for injection ampoules	40702	y	yes_approved
4070200	Morphine sulfate 20mg/1ml solution for injection ampoules	40702	y	yes_approved
4070200	Morphine sulfate 30mg/1ml solution for injection ampoules	40702	y	yes_approved
4070200	Morphine sulfate 60mg/2ml solution for injection ampoules	40702	y	yes_approved
40702	Morphine Sulphate  M/R capsules  10 mg	40702	y	yes_approved
40702	Morphine Sulphate  M/R capsules  30 mg	40702	y	yes_approved
40702	Morphine Sulphate  M/R tablets  10 mg	40702	y	yes_approved
0407020Q0AACFCF	Morphine Sulphate  M/R tablets  15 mg	40702	y	yes_approved
40702	Morphine Sulphate  M/R tablets  30 mg	40702	y	yes_approved
0407020Q0AACGCG	Morphine Sulphate  M/R tablets  5 mg	40702	y	yes_approved
40702	Morphine Sulphate  M/R tablets  60 mg	40702	y	yes_approved
0407020Q0AAAUAU	Morphine Sulphate  Oral solution  10 mg/5 ml	40702	y	yes_approved
0407020Q0AACDCD	Morphine Sulphate  Tablets  10 mg	40702	y	yes_approved
0407020Q0AACECE	Morphine Sulphate  Tablets  20 mg	40702	y	yes_approved
4070200	Morphine sulphate 10mg/1ml solution for injection ampoules	40702	y	yes_approved
4070200	Morphine sulphate 10mg/5ml oral solution	40702	y	yes_approved
4070200	Morphine sulphate 20mg/1ml solution for injection ampoules	40702	y	yes_approved
4070200	Morphine sulphate 30mg/1ml solution for injection ampoules	40702	y	yes_approved
4070200	Morphine sulphate 60mg/2ml solution for injection ampoules	40702	y	yes_approved
40702	Morphine Sulphate Mr CAPS 10MG	40702	y	yes_approved
40702	Morphine Sulphate Mr TABS 10MG	40702	y	yes_approved
0407020Q0AACFCF	Morphine Sulphate Mr TABS 15MG	40702	y	yes_approved
0407020Q0AACGCG	Morphine Sulphate Mr TABS 5MG	40702	y	yes_approved
0407020Q0AAAUAU	MORPHINE SULPHATE ORAL SOLN 10MG/5ML	40702	y	yes_approved
0407020Q0AAAUAU	Morphine Sulphate Oral SOLN 10MG/5ML	40702	y	yes_approved
0407020Q0AACSCS	MORPHINE SULPHATE SF ORAL UNIT DOSE VIAL 5ML  10MG/5ML	40702	y	yes_approved
0407020Q0AACDCD	MORPHINE SULPHATE TABLETS 10MG	40702	y	yes_approved
0407020Q0AACECE	MORPHINE SULPHATE TABLETS 20MG	40702	y	yes_approved
0407020Q0AACDCD	Morphine Sulphate TABS 10MG	40702	y	yes_approved
0407020Q0AACECE	Morphine Sulphate TABS 20MG	40702	y	yes_approved
1001010C0BPAAAR	Motifene CAPS 75MG	100101	y	yes_approved
1001010C0BPAAAR	MOTIFENE CAPSULES 75MG	100101	y	yes_approved
0403010V0BDAAAL	Motipress TABS	40301	n	
0403010V0BDAAAL	Motipress-P42 tablet	40301	n	
0403010V0BEAAAM	Motival  Tablets	40301	n	
0403010V0BEAAAM	MOTIVAL TABLETS	40301	n	
0403010V0BEAAAM	Motival TABS	40301	n	
1001010J0BHABAE	MOTRIN TABLETS 400MG	100101	y	yes_approved
1001010J0BHACAF	MOTRIN TABLETS 600MG	100101	y	yes_approved
1001010J0BHADAG	MOTRIN TABLETS 800MG	100101	y	yes_approved
1001010J0BHACAF	Motrin TABS 600MG	100101	y	yes_approved
1003020W0BBAAAB	Movelat  Cream	100302	n	
1003020W0BBABAA	Movelat  Gel	100302	n	
1003020W0BBAAAB	Movelat CREAM	100302	n	
1003020W0BBAAAB	MOVELAT CREAM	100302	n	
10030250	Movelat cream (Genus Pharmaceuticals Ltd)	100302	n	
10030250	Movelat cream (Thornton & Ross Ltd)	100302	n	
1003020W0BBABAA	Movelat GEL	100302	n	
1003020W0BBABAA	MOVELAT GEL	100302	n	
10030250	MOVELAT gel	100302	n	
10030250	Movelat gel (Genus Pharmaceuticals Ltd)	100302	n	
10030250	Movelat gel (Thornton & Ross Ltd)	100302	n	
100302	Movelat Relief  Cream	100302	n	
100302	Movelat Relief  Gel	100302	n	
100302	MOVELAT RELIEF CREAM	100302	n	
100302	Movelat Relief CREAM	100302	n	
100302	Movelat Relief GEL	100302	n	
100302	MOVELAT RELIEF GEL	100302	n	
10030250	Movelat Relief gel (Genus Pharmaceuticals Ltd)	100302	n	
10030250	Movelat Relief gel (Thornton & Ross Ltd)	100302	n	
0407020Q0BBAFCV	Mst Continus  M/R suspension  20 mg	40702	y	yes_approved
0407020Q0BBAGCP	Mst Continus  M/R suspension  30 mg	40702	y	yes_approved
0407020Q0BBAAAK	Mst Continus  M/R tablets  10 mg	40702	y	yes_approved
0407020Q0BBADAH	Mst Continus  M/R tablets  100 mg	40702	y	yes_approved
0407020Q0BBALCF	Mst Continus  M/R tablets  15 mg	40702	y	yes_approved
0407020Q0BBABAL	Mst Continus  M/R tablets  30 mg	40702	y	yes_approved
0407020Q0BBAKCG	Mst Continus  M/R tablets  5 mg	40702	y	yes_approved
0407020Q0BBACAI	Mst Continus  M/R tablets  60 mg	40702	y	yes_approved
4070200	MST Continus 100mg tablets (Napp Pharmaceuticals Ltd)	40702	y	yes_approved
4070200	MST Continus 10mg tablets (Napp Pharmaceuticals Ltd)	40702	y	yes_approved
4070200	MST Continus 15mg tablets (Napp Pharmaceuticals Ltd)	40702	y	yes_approved
4070200	MST Continus 30mg tablets (Napp Pharmaceuticals Ltd)	40702	y	yes_approved
4070200	MST Continus 5mg tablets (Napp Pharmaceuticals Ltd)	40702	y	yes_approved
4070200	MST Continus 60mg tablets (Napp Pharmaceuticals Ltd)	40702	y	yes_approved
0407020Q0BBAFCV	MST CONTINUS SF SUSPENSION SACH 20MG	40702	y	yes_approved
4070200	MST Continus Suspension 20mg granules sachets (Napp Pharm...	40702	y	yes_approved
4070200	MST Continus Suspension 60mg granules sachets (Napp Pharm...	40702	y	yes_approved
0407020Q0BBAAAK	MST CONTINUS TABLETS 10MG	40702	y	yes_approved
0407020Q0BBABAL	MST CONTINUS TABLETS 30MG	40702	y	yes_approved
0407020Q0BBAKCG	MST CONTINUS TABLETS 5MG	40702	y	yes_approved
0407020Q0BBACAI	MST CONTINUS TABLETS 60MG	40702	y	yes_approved
0407020Q0BBAAAK	Mst Continus TABS 10MG	40702	y	yes_approved
0407020Q0BBALCF	Mst Continus TABS 15MG	40702	y	yes_approved
0407020Q0BBABAL	Mst Continus TABS 30MG	40702	y	yes_approved
0407020Q0BBAKCG	Mst Continus TABS 5MG	40702	y	yes_approved
0407020Q0BBACAI	Mst Continus TABS 60MG	40702	y	yes_approved
0408010U0BBAAAB	Mysoline  Tablets  250 mg	40801	n	
4080102	Mysoline 250mg tablets (Acorus Therapeutics Ltd)	40801	n	
4080102	Mysoline 250mg tablets (SERB)	40801	n	
0408010U0BBAAAB	Mysoline TABS 250MG	40801	n	
0408010U0BBAAAB	MYSOLINE-P42 250MG TABLET	40801	n	
1001010X0AAAAAA	Nabumetone  Tablets  500 mg	100101	y	yes_approved
10010100	Nabumetone 500mg tablets	100101	y	yes_approved
1001010X0AAAAAA	NABUMETONE TABLETS 500MG	100101	y	yes_approved
1001010X0AAAAAA	NABUMETONE TABLETS 500MG-P42 TABLETS 500 MG	100101	y	yes_approved
1001010X0AAAAAA	Nabumetone TABS 500MG	100101	y	yes_approved
41003	Naltrexone Hydrochloride  Capsules  2 mg	41003	n	
41003	Naltrexone Hydrochloride  Capsules  3 mg	41003	n	
41003	Naltrexone Hydrochloride  Capsules  4.5 mg	41003	n	
41003	Naltrexone Hydrochloride  Oral solution  5 mg/5 ml	41003	n	
1001010P0BKAAAL	NAPRATEC 500 MGM	100101	y	yes_approved
1001010P0BKAAAL	Napratec Combination Pack TABS	100101	y	yes_approved
1001010P0BKAAAL	Napratec OP  Tablets	100101	y	yes_approved
1001010P0BCAGAH	Naprosyn  E/C Tablets  250 mg	100101	y	yes_approved
1001010P0BCAGAH	Naprosyn  E/c tablets  250 mg	100101	y	yes_approved
1001010P0BCAAAD	Naprosyn  Tablets  250 mg	100101	y	yes_approved
1001010P0BCABAE	Naprosyn  Tablets  500 mg	100101	y	yes_approved
10010100	Naprosyn 250mg tablets (Roche Products Ltd)	100101	y	yes_approved
10010100	Naprosyn 500mg tablets (Roche Products Ltd)	100101	y	yes_approved
10010100	Naprosyn EC 250mg tablets (Roche Products Ltd)	100101	y	yes_approved
10010100	Naprosyn EC 375mg tablets (Roche Products Ltd)	100101	y	yes_approved
10010100	Naprosyn EC 500mg tablets (Atnahs Pharma UK Ltd)	100101	y	yes_approved
10010100	Naprosyn EC 500mg tablets (Roche Products Ltd)	100101	y	yes_approved
1001010P0BCAGAH	NAPROSYN EC TABLETS 250MG	100101	y	yes_approved
1001010P0BCAIAI	NAPROSYN EC TABLETS 500MG	100101	y	yes_approved
1001010P0BCAGAH	Naprosyn Ec TABS 250MG	100101	y	yes_approved
1001010P0BCAIAI	Naprosyn Ec TABS 500MG	100101	y	yes_approved
1001010P0BCAJAQ	NAPROSYN SR TABLETS 500MG	100101	y	yes_approved
1001010P0BCAJAQ	Naprosyn Sr TABS 500MG	100101	y	yes_approved
1001010P0BCAAAD	NAPROSYN TABLETS 250MG	100101	y	yes_approved
1001010P0BCAAAD	Naprosyn TABS 250MG	100101	y	yes_approved
1001010P0BCABAE	Naprosyn TABS 500MG	100101	y	yes_approved
1001010P0BCAAAD	Naprosyn-P42 250mg tablet	100101	y	yes_approved
1001010P0BCABAE	Naprosyn-P42 500mg tablet	100101	y	yes_approved
1001010P0AAAHAH	Naproxen  E/c tablets  250 mg	100101	y	yes_approved
1001010P0AAAHAH	Naproxen  E/C Tablets  250 mg	100101	y	yes_approved
1001010P0AAAJAJ	Naproxen  E/c tablets  375 mg	100101	y	yes_approved
1001010P0AAAIAI	Naproxen  E/c tablets  500 mg	100101	y	yes_approved
1001010P0AAAIAI	Naproxen  E/C Tablets  500 mg	100101	y	yes_approved
1001010P0AAADAD	Naproxen  Tablets  250 mg	100101	y	yes_approved
1001010P0AAAEAE	Naproxen  Tablets  500 mg	100101	y	yes_approved
10010100	Naproxen 125mg/5ml oral suspension sugar free	100101	y	yes_approved
10010100	Naproxen 250mg effervescent tablets sugar free	100101	y	yes_approved
10010100	Naproxen 250mg gastro-resistant tablets	100101	y	yes_approved
10010100	Naproxen 250mg tablets	100101	y	yes_approved
10010100	Naproxen 375mg gastro-resistant tablets	100101	y	yes_approved
10010100	Naproxen 500mg gastro-resistant tablets	100101	y	yes_approved
10010100	Naproxen 500mg tablets	100101	y	yes_approved
1001010P0AAAHAH	NAPROXEN EC TABLETS 250MG	100101	y	yes_approved
1001010P0AAAHAH	Naproxen Ec TABLETS 250MG	100101	y	yes_approved
1001010P0AAAJAJ	NAPROXEN EC TABLETS 375MG	100101	y	yes_approved
1001010P0AAAIAI	Naproxen Ec TABLETS 500MG	100101	y	yes_approved
1001010P0AAAIAI	NAPROXEN EC TABLETS 500MG	100101	y	yes_approved
1001010P0AAAHAH	Naproxen Ec TABS 250MG	100101	y	yes_approved
1001010P0AAAJAJ	Naproxen Ec TABS 375MG	100101	y	yes_approved
1001010P0AAAIAI	Naproxen Ec TABS 500MG	100101	y	yes_approved
1001010P0AAAIAI	NAPROXEN EC TABS 500MG	100101	y	yes_approved
1001010P0AAAHAH	NAPROXEN enteric coated tablets TAB 250mg-P42 0	100101	y	yes_approved
100101	NAPROXEN MR TABLETS 500MG	100101	y	yes_approved
100101	Naproxen Mr TABS 500MG	100101	y	yes_approved
100101070AAAAAA	Naproxen Sodium  Tablets  275 mg	100101	y	yes_approved
100101070AAAAAA	NAPROXEN SODIUM TABLETS 275MG	100101	y	yes_approved
100101070AAAAAA	Naproxen Sodium TABS 275MG	100101	y	yes_approved
1001010P0AAADAD	NAPROXEN TABLETS 250MG	100101	y	yes_approved
1001010P0AAAEAE	NAPROXEN TABLETS 500MG	100101	y	yes_approved
1001010P0AAAEAE	Naproxen TABLETS 500MG	100101	y	yes_approved
1001010P0AAAEAE	NAPROXEN tablets TAB 500mg-P42 0	100101	y	yes_approved
1001010P0AAADAD	Naproxen TABS 250MG	100101	y	yes_approved
10010100	NAPROXEN tabs 250mg	100101	y	yes_approved
1001010P0AAAEAE	Naproxen TABS 500MG	100101	y	yes_approved
10010100	NAPROXEN tabs 500mg	100101	y	yes_approved
1001010P0AAAEAE	Naproxen-P42 500mg tablet	100101	y	yes_approved
0407041M0BBAAAA	Naramig  Tablets  2.5 mg	40704	n	
4070401	Naramig 2.5mg tablets (GlaxoSmithKline UK Ltd)	40704	n	
0407041M0BBAAAA	NARAMIG TABLETS	40704	n	
0407041M0BBAAAA	NARAMIG TABLETS 2.5MG	40704	n	
0407041M0BBAAAA	Naramig TABS 2.5MG	40704	n	
0407041M0AAAAAA	NARATRIPTAN 2.5MG TAB	40704	n	
4070401	Naratriptan 2.5mg tablets	40704	n	
0407041M0AAAAAA	Naratriptan Hydrochloride  Tablets  2.5 mg	40704	n	
0407041M0AAAAAA	NARATRIPTAN TABLETS 2.5MG	40704	n	
0407041M0AAAAAA	Naratriptan TABS 2.5MG	40704	n	
4070401	NARATRIPTAN tabs 2.5mg	40704	n	
4070100	Nefopam 30mg tablets	40701	y	yes_approved
0407010P0AAABAB	Nefopam Hydrochloride  Tablets  30 mg	40701	y	yes_approved
0407010P0AAABAB	NEFOPAM HYDROCHLORIDE TABLETS 30MG	40701	y	yes_approved
0407010P0AAABAB	Nefopam Hydrochloride TABS 30MG	40701	y	yes_approved
4080100	Neurontin 100mg capsules (Pfizer Ltd)	40801	y	
4080100	Neurontin 300mg capsules (Pfizer Ltd)	40801	y	
4080100	Neurontin 600mg tablets (Pfizer Ltd)	40801	y	
40801	NEURONTIN 800MG TABLETS	40801	y	
0408010G0BBABAB	NEURONTIN CAPSULES 300MG	40801	y	
0403010V0AAADAD	Nortriptyline  Tablets  10 mg	40301	y	
0403010V0AAAEAE	Nortriptyline  Tablets  25 mg	40301	y	
4030100	Nortriptyline 10mg tablets	40301	y	
4030100	Nortriptyline 25mg tablets	40301	y	
40301	Nortriptyline And Fluphenazine  Tablets  10 mg + 500 micrograms	40301	n	
0403010V0AAADAD	Nortriptyline TABLETS 10MG	40301	y	
0403010V0AAADAD	NORTRIPTYLINE TABLETS 10MG	40301	y	
0403010V0AAAEAE	NORTRIPTYLINE TABLETS 25MG	40301	y	
0403010V0AAAEAE	Nortriptyline TABLETS 25MG	40301	y	
0403010V0AAADAD	Nortriptyline TABS 10MG	40301	y	
0403010V0AAAEAE	Nortriptyline TABS 25MG	40301	y	
0407010B0BDAAA3	Nu-Seals Aspirin  E/C Tablets  300 mg	40701	y	yes_approved
0407010B0BDAAA3	NUSEALS ASPIRIN EC TABLETS 300MG	40701	y	yes_approved
0407010B0BDAAA3	Nuseals Aspirin Gastro Resistant TABS 300MG	40701	y	yes_approved
1001010P0BGAAAH	NYCOPREN TABLETS 250MG	100101	y	yes_approved
1001010P0BGABAI	NYCOPREN TABLETS 500MG	100101	y	yes_approved
0403040S0BBAAAB	Optimax TABS 500MG	40304	n	
0407020Q0BCAGCN	Oramorph  Oral solution  10 mg/5 ml	40702	y	yes_approved
0407020Q0BCAGCN	Oramorph  Oral Solution  10 mg/5 ml	40702	y	yes_approved
4070200	Oramorph 10mg/5ml oral solution (Boehringer Ingelheim Ltd)	40702	y	yes_approved
4070200	ORAMORPH oral soln 10mg/5ml	40702	y	yes_approved
0407020Q0BCAGCN	Oramorph Oral SOLN 10MG/5ML	40702	y	yes_approved
100302010BBAAAA	Oruvail  Gel  2.5 %	100302	n	
1001010L0BDABAJ	Oruvail  M/R capsules  200 mg	100101	y	yes_approved
1001010L0BDAAAI	Oruvail CAPS 100MG	100101	y	yes_approved
1001010L0BDABAJ	Oruvail CAPS 200MG	100101	y	yes_approved
1001010L0BDAAAI	ORUVAIL CAPSULES 100MG	100101	y	yes_approved
1001010L0BDADAL	ORUVAIL CAPSULES 150MG	100101	y	yes_approved
1001010L0BDABAJ	ORUVAIL CAPSULES 200MG	100101	y	yes_approved
100302010BBAAAA	ORUVAIL GEL 2.5%	100302	n	
40801	Oxcarbazepine  Tablets  150 mg	40801	y	
40801	Oxcarbazepine  Tablets  300 mg	40801	y	
40801	Oxcarbazepine  Tablets  600 mg	40801	y	
40801	Oxcarbazepine TABS 300MG	40801	y	
4070200	Oxycodone 10mg capsules	40702	y	yes_approved
4070200	Oxycodone 10mg modified-release tablets	40702	y	yes_approved
4070200	Oxycodone 10mg/1ml solution for injection ampoules	40702	y	yes_approved
4070200	Oxycodone 10mg/ml oral solution sugar free	40702	y	yes_approved
4070200	Oxycodone 120mg modified-release tablets	40702	y	yes_approved
4070200	Oxycodone 15mg modified-release tablets	40702	y	yes_approved
4070200	Oxycodone 20mg capsules	40702	y	yes_approved
4070200	Oxycodone 20mg modified-release tablets	40702	y	yes_approved
4070200	Oxycodone 20mg/2ml solution for injection ampoules	40702	y	yes_approved
4070200	Oxycodone 30mg modified-release tablets	40702	y	yes_approved
4070200	Oxycodone 40mg modified-release tablets	40702	y	yes_approved
4070200	Oxycodone 50mg/1ml solution for injection ampoules	40702	y	yes_approved
4070200	Oxycodone 5mg capsules	40702	y	yes_approved
4070200	Oxycodone 5mg modified-release tablets	40702	y	yes_approved
4070200	Oxycodone 5mg/5ml oral solution sugar free	40702	y	yes_approved
4070200	Oxycodone 60mg modified-release tablets	40702	y	yes_approved
40702	Oxycodone And Naloxone  M/R tablets  10 mg + 5 mg	40702	y	yes_approved
40702	Oxycodone Hydrochloride  Capsules  10 mg	40702	y	yes_approved
40702	Oxycodone Hydrochloride  Capsules  20 mg	40702	y	yes_approved
40702	Oxycodone Hydrochloride  Capsules  5 mg	40702	y	yes_approved
40702	Oxycodone Hydrochloride  Injection  10 mg/ml  1 ml ampoule	40702	y	yes_approved
40702	Oxycodone Hydrochloride  M/R tablets  10 mg	40702	y	yes_approved
40702	Oxycodone Hydrochloride  M/R tablets  15 mg	40702	y	yes_approved
40702	Oxycodone Hydrochloride  M/R tablets  20 mg	40702	y	yes_approved
40702	Oxycodone Hydrochloride  M/R tablets  30 mg	40702	y	yes_approved
40702	Oxycodone Hydrochloride  M/R tablets  40 mg	40702	y	yes_approved
40702	Oxycodone Hydrochloride  M/R tablets  5 mg	40702	y	yes_approved
40702	Oxycodone Hydrochloride  M/R tablets  80 mg	40702	y	yes_approved
40702	Oxycodone Hydrochloride  Solution  Sugar Free 5 mg/5 ml	40702	y	yes_approved
40702	Oxycodone Hydrochloride  Solution for injection  50 mg/ml  1 ml ampoule	40702	y	yes_approved
40702	Oxycodone Hydrochloride CAPS 10MG	40702	y	yes_approved
40702	Oxycodone Hydrochloride CAPS 5MG	40702	y	yes_approved
40702	OXYCODONE HYDROCHLORIDE CAPSULES 10MG	40702	y	yes_approved
40702	OXYCODONE HYDROCHLORIDE CAPSULES 20MG	40702	y	yes_approved
40702	OXYCODONE HYDROCHLORIDE CAPSULES 5MG	40702	y	yes_approved
40702	OXYCODONE HYDROCHLORIDE MR TABLETS 10MG	40702	y	yes_approved
40702	OXYCODONE HYDROCHLORIDE MR TABLETS 20MG	40702	y	yes_approved
40702	OXYCODONE HYDROCHLORIDE MR TABLETS 40MG	40702	y	yes_approved
40702	Oxycodone Hydrochloride Mr TABS 10MG	40702	y	yes_approved
40702	Oxycodone Hydrochloride Mr TABS 20MG	40702	y	yes_approved
40702	Oxycodone Hydrochloride Mr TABS 40MG	40702	y	yes_approved
40702	Oxycodone Hydrochloride Mr TABS 5MG	40702	y	yes_approved
40702	Oxycodone Hydrochloride Mr TABS 80MG	40702	y	yes_approved
40702	Oxycodone Hydrochloride Sf Oral LIQ 5MG/5ML	40702	y	yes_approved
40702	Oxycontin  M/R tablets  10 mg	40702	y	yes_approved
40702	OxyContin  M/R tablets  10 mg	40702	y	yes_approved
40702	Oxycontin  M/R tablets  15 mg	40702	y	yes_approved
40702	Oxycontin  M/R tablets  20 mg	40702	y	yes_approved
40702	OxyContin  M/R tablets  20 mg	40702	y	yes_approved
40702	Oxycontin  M/R tablets  30 mg	40702	y	yes_approved
40702	Oxycontin  M/R tablets  40 mg	40702	y	yes_approved
40702	Oxycontin  M/R tablets  5 mg	40702	y	yes_approved
40702	OxyContin  M/R tablets  80 mg	40702	y	yes_approved
40702	Oxycontin  M/R tablets  80 mg	40702	y	yes_approved
4070200	OxyContin 10mg modified-release tablets (Napp Pharmaceuti...	40702	y	yes_approved
40702	OXYCONTIN 10MG TABLETS	40702	y	yes_approved
4070200	OxyContin 15mg modified-release tablets (Napp Pharmaceuti...	40702	y	yes_approved
4070200	OxyContin 20mg modified-release tablets (Napp Pharmaceuti...	40702	y	yes_approved
40702	OXYCONTIN 20MG TABLETS	40702	y	yes_approved
4070200	OxyContin 30mg modified-release tablets (Napp Pharmaceuti...	40702	y	yes_approved
4070200	OxyContin 40mg modified-release tablets (Napp Pharmaceuti...	40702	y	yes_approved
4070200	OxyContin 5mg modified-release tablets (Napp Pharmaceutic...	40702	y	yes_approved
4070200	OxyContin 60mg modified-release tablets (Napp Pharmaceuti...	40702	y	yes_approved
4070200	OxyContin 80mg modified-release tablets (Napp Pharmaceuti...	40702	y	yes_approved
40702	OXYCONTIN MODIFIED RELEASE TABLETS 10MG	40702	y	yes_approved
40702	OXYCONTIN MODIFIED RELEASE TABLETS 20MG	40702	y	yes_approved
40702	OXYCONTIN MODIFIED RELEASE TABLETS 40MG	40702	y	yes_approved
40702	OXYCONTIN MODIFIED RELEASE TABLETS 5MG	40702	y	yes_approved
40702	OXYCONTIN MODIFIED RELEASE TABLETS 80MG	40702	y	yes_approved
40702	Oxycontin Modified Release TABS 10MG	40702	y	yes_approved
40702	Oxycontin Modified Release TABS 20MG	40702	y	yes_approved
40702	Oxycontin Modified Release TABS 40MG	40702	y	yes_approved
40702	Oxycontin Modified Release TABS 5MG	40702	y	yes_approved
40702	Oxycontin Modified Release TABS 80MG	40702	y	yes_approved
40702	OxyNorm  Capsules  10 mg	40702	y	yes_approved
40702	OxyNorm  Capsules  20 mg	40702	y	yes_approved
40702	OxyNorm  Capsules  5 mg	40702	y	yes_approved
40702	OxyNorm  Oral solution  5 mg/5 ml	40702	y	yes_approved
40702	OxyNorm  Solution  5 mg/5 ml	40702	y	yes_approved
40702	OXYNORM 10 MG CAP	40702	y	yes_approved
4070200	OxyNorm 10mg capsules (Napp Pharmaceuticals Ltd)	40702	y	yes_approved
4070200	OxyNorm 10mg/1ml solution for injection ampoules (Napp Ph...	40702	y	yes_approved
4070200	OxyNorm 20mg capsules (Napp Pharmaceuticals Ltd)	40702	y	yes_approved
4070200	OxyNorm 20mg/2ml solution for injection ampoules (Napp Ph...	40702	y	yes_approved
4070200	OxyNorm 5mg capsules (Napp Pharmaceuticals Ltd)	40702	y	yes_approved
40702	Oxynorm CAPS 10MG	40702	y	yes_approved
40702	Oxynorm CAPS 20MG	40702	y	yes_approved
40702	Oxynorm CAPS 5MG	40702	y	yes_approved
