drug_name	status	ptr_approved
Trazodone 50mg capsules (Zentiva)	n	
Trazodone 50mg/5ml oral solution sugar free	n	
Trazodone 50mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)	n	
Trazodone 50mg/5ml oral solution sugar free (Zentiva)	n	
Trileptal 150mg tablets (Novartis Pharmaceuticals UK Ltd)	y	
Trileptal 300mg tablets (Novartis Pharmaceuticals UK Ltd)	y	
Trileptal 600mg tablets (Novartis Pharmaceuticals UK Ltd)	y	
Trimipramine 10mg tablets	n	
Trimipramine 25mg tablets	n	
Trimipramine 25mg tablets (A A H Pharmaceuticals Ltd)	n	
Trimipramine 50mg capsules	n	
Trimipramine 50mg capsules (A A H Pharmaceuticals Ltd)	n	
Triptafen tablets (AMCo)	n	
Tryptophan 500mg capsules	n	
Tryptophan 500mg tablets	n	
Tylex 30mg/500mg capsules (UCB Pharma Ltd)	y	yes_approved
Tylex 30mg/500mg effervescent tablets (UCB Pharma Ltd)	y	yes_approved
Ultramol Soluble tablets (Zentiva)	y	yes_approved
VALENAC EC tablets 50mg [SHIRE]	y	yes_approved
VALIUM injection 5mg/ml [ROCHE]	n	
VALIUM tablets 2mg [ROCHE]	n	
VALLERGAN FORTE syrup 30mg/5ml [CASTLEMEAD]	n	
VALLERGAN syrup 7.5mg/5ml [CASTLEMEAD]	n	
VALLERGAN tablets 10mg [CASTLEMEAD]	n	
VALROX tablets 250mg [SHIRE]	y	yes_approved
VENLAFAXINE modified release capsules 150mg [HILLCROSS]	y	
VENLAFAXINE modified release capsules 75mg [HILLCROSS]	y	
VIVALAN tablets 50mg [ASTRAZENEC]	n	
VOLTAROL injection 25mg/ml [NOV/GEIGY]	y	yes_approved
Valdecoxib 10mg tablets	y	yes_approved
Valdecoxib 20mg tablets	y	yes_approved
Valdecoxib 40mg tablets	y	yes_approved
Valdoxan 25mg tablets (Servier Laboratories Ltd)	n	
Valproic acid 150mg gastro-resistant capsules	n	
Valproic acid 300mg gastro-resistant capsules	n	
Valproic acid 500mg gastro-resistant capsules	n	
Valproic acid 500mg gastro-resistant tablets	n	
Venaxx XL 150mg capsules (AMCo)	y	
Venaxx XL 75mg capsules (AMCo)	y	
Venlablue XL 150mg capsules (Bluefish Pharmaceuticals AB)	y	
Venlablue XL 37.5mg capsules (Bluefish Pharmaceuticals AB)	y	
Venlablue XL 75mg capsules (Bluefish Pharmaceuticals AB)	y	
Venladex XL 75mg tablets (Dexcel-Pharma Ltd)	y	
Venlafaxine 150mg modified-release capsules	y	
Venlafaxine 150mg modified-release tablets	y	
Venlafaxine 225mg modified-release capsules	y	
Venlafaxine 225mg modified-release tablets	y	
Venlafaxine 37.5mg modified-release capsules	y	
Venlafaxine 37.5mg modified-release tablets	y	
Venlafaxine 37.5mg tablets	y	
Venlafaxine 37.5mg tablets (A A H Pharmaceuticals Ltd)	y	
Venlafaxine 37.5mg tablets (Actavis UK Ltd)	y	
Venlafaxine 37.5mg tablets (Teva UK Ltd)	y	
Venlafaxine 37.5mg/5ml oral suspension	y	
Venlafaxine 50mg tablets	y	
Venlafaxine 75mg modified-release capsules	y	
Venlafaxine 75mg modified-release tablets	y	
Venlafaxine 75mg tablets	y	
Venlafaxine 75mg tablets (A A H Pharmaceuticals Ltd)	y	
Venlafaxine 75mg tablets (Actavis UK Ltd)	y	
Venlafaxine 75mg tablets (Teva UK Ltd)	y	
Venlafaxine 75mg tablets (Zentiva)	y	
Venlafaxine 75mg/5ml oral solution	y	
Venlalic XL 150mg tablets (DB Ashbourne Ltd)	y	
Venlalic XL 225mg tablets (DB Ashbourne Ltd)	y	
Venlalic XL 37.5mg tablets (DB Ashbourne Ltd)	y	
Venlalic XL 75mg tablets (DB Ashbourne Ltd)	y	
Vensir XL 150mg capsules (Morningside Healthcare Ltd)	y	
Vensir XL 75mg capsules (Morningside Healthcare Ltd)	y	
Versatis 5% medicated plasters (Grunenthal Ltd)	n	
ViePax 37.5mg tablets (Dexcel-Pharma Ltd)	y	
ViePax 75mg tablets (Dexcel-Pharma Ltd)	y	
ViePax XL 150mg tablets (Dexcel-Pharma Ltd)	y	
ViePax XL 75mg tablets (Dexcel-Pharma Ltd)	y	
Vigabatrin 500mg tablets	n	
Vimovo 500mg/20mg modified-release tablets (AstraZeneca UK Ltd)	y	yes_approved
Vimpat 100mg tablets (UCB Pharma Ltd)	n	
Vimpat 150mg tablets (UCB Pharma Ltd)	n	
Vimpat 200mg tablets (UCB Pharma Ltd)	n	
Vimpat 50mg tablets (UCB Pharma Ltd)	n	
Vioxx 12.5mg tablets (Merck Sharp & Dohme Ltd)	y	yes_approved
Vioxx 12.5mg/5ml oral suspension (Merck Sharp & Dohme Ltd)	y	yes_approved
Vioxx 25mg tablets (Merck Sharp & Dohme Ltd)	y	yes_approved
VioxxAcute 25mg tablets (Merck Sharp & Dohme Ltd)	y	yes_approved
VioxxAcute 50mg tablets (Merck Sharp & Dohme Ltd)	y	yes_approved
Volraman 50mg gastro-resistant tablets (LPC Medical (UK) Ltd)	y	yes_approved
Volsaid Retard 100 tablets (Chiesi Ltd)	y	yes_approved
Volsaid Retard 75 tablets (Chiesi Ltd)	y	yes_approved
Voltarol 1.16% Emulgel (Novartis Consumer Health UK Ltd)	n	
Voltarol 1.16% Emulgel P (Novartis Consumer Health UK Ltd)	n	
Voltarol 12 Hour Emulgel P 2.32% gel (Novartis Consumer Health UK Ltd)	n	
Voltarol 12.5mg suppositories (Novartis Pharmaceuticals UK Ltd)	y	yes_approved
Voltarol 140mg medicated plasters (Novartis Consumer Health UK Ltd)	y	
Voltarol 25mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd)	y	yes_approved
Voltarol 25mg suppositories (Novartis Pharmaceuticals UK Ltd)	y	yes_approved
Voltarol 50mg dispersible tablets (Novartis Pharmaceuticals UK Ltd)	y	yes_approved
Voltarol 50mg suppositories (Novartis Pharmaceuticals UK Ltd)	y	yes_approved
Voltarol 75mg/3ml solution for injection ampoules (Novartis Pharmaceuticals UK Ltd)	y	yes_approved
Voltarol Gel Patch 1% medicated plasters (Novartis Consumer Health UK Ltd)	n	
Voltarol Pain-eze 1.16% Emulgel (Novartis Consumer Health UK Ltd)	n	
Voltarol Rapid 25mg tablets (Novartis Pharmaceuticals UK Ltd)	y	yes_approved
Voltarol Retard 100mg tablets (Novartis Pharmaceuticals UK Ltd)	y	yes_approved
White liniment	n	
XYLOCAINE ANTISEPTIC gel 2% w/v [ASTRAZENEC]	n	
XYLOCAINE WITH ADRENALINE 1:200,000 injection 0.5% [ASTRAZENEC]	n	
XYLOCAINE injection 1% [ASTRAZENEC]	n	
XYLOCAINE ointment 5% [ASTRAZENEC]	n	
XYLOCAINE spray [ASTRAZENEC]	n	
Xylocaine 1% with Adrenaline 100micrograms/20ml (1 in 200,000) solution for injection vials (AstraZeneca UK Ltd)	n	
Xylocaine 10mg/dose spray (AstraZeneca UK Ltd)	n	
Xylocaine 2% with Adrenaline 1 in 80,000 injection 2.2ml cartridges (Dentsply Ltd)	n	
Xylocaine 2% with Adrenaline 100micrograms/20ml (1 in 200,000) solution for injection vials (AstraZeneca UK Ltd)	n	
Xylocaine Topical 4% solution (AstraZeneca UK Ltd)	n	
Xylotox 2% E80 Dental injection 2.2ml cartridges (Dentsply Ltd)	n	
Yentreve 20mg gastro-resistant capsules (Eli Lilly and Company Ltd)	y	
Yentreve 40mg gastro-resistant capsules (Eli Lilly and Company Ltd)	y	
ZOLMITRIPTAN orodispersible tablet 2.5mg [SOVEREIGN]	n	
Zacin 0.025% cream (Teva UK Ltd)	n	
Zamadol 24hr 150mg modified-release tablets (Meda Pharmaceuticals Ltd)	y	yes_approved
Zamadol 24hr 200mg modified-release tablets (Meda Pharmaceuticals Ltd)	y	yes_approved
Zamadol 24hr 400mg modified-release tablets (Meda Pharmaceuticals Ltd)	y	yes_approved
Zamadol 50mg capsules (Meda Pharmaceuticals Ltd)	y	yes_approved
Zamadol Melt 50mg tablets (Meda Pharmaceuticals Ltd)	y	yes_approved
Zamadol SR 100mg capsules (Meda Pharmaceuticals Ltd)	y	yes_approved
Zamadol SR 150mg capsules (Meda Pharmaceuticals Ltd)	y	yes_approved
Zamadol SR 200mg capsules (Meda Pharmaceuticals Ltd)	y	yes_approved
Zamadol SR 50mg capsules (Meda Pharmaceuticals Ltd)	y	yes_approved
Zapain 30mg/500mg capsules (AMCo)	y	yes_approved
Zapain 30mg/500mg tablets (AMCo)	y	yes_approved
Zarontin 250mg capsules (Pfizer Ltd)	n	
Zispin 30mg tablets (Organon Laboratories Ltd)	n	
Zispin SolTab 15mg orodispersible tablets (Merck Sharp & Dohme Ltd)	n	
Zispin SolTab 30mg orodispersible tablets (Merck Sharp & Dohme Ltd)	n	
Zispin SolTab 45mg orodispersible tablets (Merck Sharp & Dohme Ltd)	n	
Zolmitriptan 2.5mg orodispersible tablets sugar free	n	
Zolmitriptan 2.5mg orodispersible tablets sugar free (Actavis UK Ltd)	n	
Zolmitriptan 2.5mg orodispersible tablets sugar free (Teva UK Ltd)	n	
Zolmitriptan 2.5mg tablets	n	
Zolmitriptan 2.5mg tablets (Actavis UK Ltd)	n	
Zolmitriptan 2.5mg tablets (Teva UK Ltd)	n	
Zolmitriptan 5mg orodispersible tablets sugar free	n	
Zolmitriptan 5mg orodispersible tablets sugar free (Actavis UK Ltd)	n	
Zolmitriptan 5mg tablets	n	
Zolmitriptan 5mg/0.1ml nasal spray unit dose	n	
Zomig 2.5mg tablets (AstraZeneca UK Ltd)	n	
Zomig 5mg/0.1ml nasal spray 0.1ml unit dose (AstraZeneca UK Ltd)	n	
Zomig Rapimelt 2.5mg orodispersible tablets (AstraZeneca UK Ltd)	n	
Zomig Rapimelt 5mg orodispersible tablets (AstraZeneca UK Ltd)	n	
Zomorph 100mg modified-release capsules (ProStrakan Ltd)	y	yes_approved
Zomorph 10mg modified-release capsules (ProStrakan Ltd)	y	yes_approved
Zomorph 200mg modified-release capsules (ProStrakan Ltd)	y	yes_approved
Zomorph 30mg modified-release capsules (ProStrakan Ltd)	y	yes_approved
Zomorph 60mg modified-release capsules (ProStrakan Ltd)	y	yes_approved
Zonegran 100mg capsules (Eisai Ltd)	n	
Zonegran 25mg capsules (Eisai Ltd)	n	
Zonegran 50mg capsules (Eisai Ltd)	n	
Zonisamide 100mg capsules	n	
Zonisamide 100mg capsules (Teva UK Ltd)	n	
Zonisamide 25mg capsules	n	
Zonisamide 50mg capsules	n	
Zydol 100mg/2ml solution for injection ampoules (Grunenthal Ltd)	y	yes_approved
Zydol 50mg capsules (Grunenthal Ltd)	y	yes_approved
Zydol 50mg soluble tablets (Grunenthal Ltd)	y	yes_approved
Zydol SR 100mg tablets (Grunenthal Ltd)	y	yes_approved
Zydol SR 150mg tablets (Grunenthal Ltd)	y	yes_approved
Zydol SR 200mg tablets (Grunenthal Ltd)	y	yes_approved
Zydol SR 50mg tablets (Grunenthal Ltd)	y	yes_approved
Zydol XL 150mg tablets (Grunenthal Ltd)	y	yes_approved
Zydol XL 200mg tablets (Grunenthal Ltd)	y	yes_approved
Zydol XL 300mg tablets (Grunenthal Ltd)	y	yes_approved
amitriptyline hydrochloride injection 10mg/ml	y	
amoxapine tablets 25mg	n	
buprenorphine three-day patch 35mcg/hour	y	yes_approved
buprenorphine three-day patch 52.5mcg/hour	y	yes_approved
capsicum ointment	n	
co-codaprin (codeine and aspirin) tablets 8mg+400mg	y	yes_approved
co-dydramol (dihydrocodeine and paracetamol) suspension sugar-free 10mg + 500mg/5ml	y	yes_approved
co-dydramol (dihydrocodeine and paracetamol) tablets 7.46mg + 500mg	y	yes_approved
co-proxamol (dextropropoxyphene and paracetamol) suspension sugar-free 32.5mg + 325mg/5ml	y	yes_approved
codeine phosphate with paracetamol tablets 30mg + 500mg	y	yes_approved
desipramine tablets 25mg	y	
dextropropoxyphene hcl with paracetamol tablets 32.5mg + 325mg	y	yes_approved
diamorphine hydrochloride elixir 10mg/5ml	y	yes_approved
diamorphine hydrochloride elixir 5mg/5ml	y	yes_approved
diamorphine hydrochloride powder for solution for injection 100mg	y	yes_approved
diamorphine hydrochloride powder for solution for injection 10mg	y	yes_approved
diamorphine hydrochloride powder for solution for injection 30mg	y	yes_approved
diamorphine hydrochloride powder for solution for injection 5mg	y	yes_approved
diazepam capsules 2mg	n	
diazepam capsules 5mg	n	
diazepam suspension 1mg/5ml	n	
diclofenac sodium (roi) capsules 50mg	y	yes_approved
diclofenac sodium (roi) gel 1%	n	
dihydrocodeine with paracetamol effervescent tablet 20mg + 500mg	y	yes_approved
dihydrocodeine with paracetamol tablets 10mg + 500mg	y	yes_approved
dosulepin oral solution sugar-free 25mg/5ml	n	
dosulepin oral solution sugar-free 75mg/5ml	n	
droperidol liquid 1mg/ml	n	
droperidol tablets 10mg	n	
ergotamine tartrate sublingual tablets 2mg	n	
etodolac tablets 200mg	y	yes_approved
fenoprofen tablets 200mg	y	yes_approved
ibuprofen and codeine tablets 200mg + 12.5mg	y	yes_approved
ibuprofen capsules 200mg	y	yes_approved
ibuprofen granules 400mg	y	yes_approved
ibuprofen soluble tablet 200mg	y	yes_approved
ketamine oral solution sugar-free 50mg/5ml	y	
lidocaine hydrochloride cream 2% w/v	n	
lidocaine hydrochloride ointment 5%	n	
lidocaine hydrochloride pump spray 10%	n	
lidocaine with adrenaline (base) 1:200,000 injection 1.5%	n	
lidocaine with adrenaline (base) 1:400,000 injection 1%	n	
lidocaine with adrenaline (base) 1:80,000 injection 2% w/v	n	
mefenamic acid dispersible tablet 250mg	y	yes_approved
menthol cone	n	
meprobamate with ethoheptazine citrate and aspirin tablets	y	yes_approved
methadone injection 10mg/ml	y	yes_approved
methyl salicylate with camphor, oleoresin capsicum and menthol cream	n	
metoclopramide with aspirin effervescent tablet 5mg + 325mg	n	
metoclopramide with aspirin effervescent tablet 5mg + 450mg	n	
midazolam injection 5mg/ml	n	
midazolam pre-filled syringe buccal solution 2.5mg/0.25ml	n	
midazolam pre-filled syringe buccal solution 5mg/0.5ml	n	
morphine elixir 8.4mg/ml	y	yes_approved
morphine sulfate 12 hour modified release capsules 100mg	y	yes_approved
morphine sulfate 12 hour modified release capsules 200mg	y	yes_approved
morphine sulfate 12 hour modified release capsules 20mg	y	yes_approved
morphine sulfate 12 hour modified release capsules 30mg	y	yes_approved
morphine sulfate 12 hour modified release capsules 50mg	y	yes_approved
morphine sulfate 12 hour modified release capsules 60mg	y	yes_approved
morphine sulfate 24 hour modified release capsules 150mg	y	yes_approved
morphine sulfate 24 hour modified release capsules 30mg	y	yes_approved
morphine sulfate 24 hour modified release capsules 60mg	y	yes_approved
morphine sulfate 24 hour modified release capsules 90mg	y	yes_approved
morphine sulfate injection 10mg/1ml	y	yes_approved
morphine sulfate injection 10mg/ml	y	yes_approved
morphine sulfate modified release capsules 100mg	y	yes_approved
morphine sulfate modified release capsules 10mg	y	yes_approved
morphine sulfate oral liquid	y	yes_approved
morphine suppository 15mg	y	yes_approved
naltrexone hydrochloride liquid 1mg/ml	n	
naproxen and misoprostol (combined) tablets 500mg+200mcg	y	yes_approved
naproxen tablets 375mg	y	yes_approved
nefazodone starter pack	n	
oxycodone hydrochloride injection 10mg/ml	y	yes_approved
paracetamol oral liquid	y	yes_approved
paracetamol with codeine phosphate and buclizine tablets 500mg+8mg+6.25mg	y	yes_approved
paracetamol with codeine phosphate and caffeine capsules 500mg+8mg+30mg	y	yes_approved
paracetamol with codeine phosphate capsules 500mg + 30mg	y	yes_approved
paracetamol with codeine phosphate effervescent tablet 500mg + 30mg	y	yes_approved
paracetamol with codeine phosphate tablets 450mg + 8.1mg	y	yes_approved
paracetamol with codeine phosphate tablets 500mg + 30mg	y	yes_approved
paracetamol with codeine phosphate tablets 500mg + 8mg	y	yes_approved
perphenazine with amitriptyline tablets 2mg + 10mg	n	
perphenazine with amitriptyline tablets 2mg + 25mg	n	
pethidine injection 50mg/ml	y	yes_approved
phenytoin capsules 100mg	n	
phenytoin capsules 25mg	n	
phenytoin capsules 300mg	n	
phenytoin capsules 50mg	n	
phenytoin suspension sugar-free 90mg/5ml	n	
protriptyline tablets 10mg	n	
protriptyline tablets 5mg	n	
salicylates with nicotinate cream	n	
salicylates with nicotinate spray	n	
sodium valproate with valproic acid modified release granules 50mg	n	
sodium valproate with valproic acid modified release tablet 500mg	n	
sumatriptan injection 6mg/syringe	n	
temazepam capsules 30mg	n	
temazepam gel-filled capsules 10mg	n	
tolfenamic acid capsules 200mg	y	
tramadol (roi) tablets 50mg	y	yes_approved
tramadol 12 hour modified release tablets 150mg	y	yes_approved
tramadol 12 hour modified release tablets 200mg	y	yes_approved
tramadol 24 hour modified release tablets 100mg	y	yes_approved
tramadol 24 hour modified release tablets 150mg	y	yes_approved
tramadol 24 hour modified release tablets 200mg	y	yes_approved
venlafaxine (roi) modified release capsules 37.5mg	y	
viloxazine hydrochloride tablets 50mg	n	
